data_id,timeperiod_id,unit_id,indicator_id,lifecycle_id,category_id,indicator_order,subgroup_id,area_id,area_parent_id,area_level,indicator_old_name,indicator_name,notes,indicator_short_name,indi_sense,subgroup_name,subgroup_order,timeperiod,area_code,area_name,unit_name,data_value,data_value_num,start_date,end_date
,24,1,1,1,1,1,6,5686,10,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND014008,Ukhrul,Percent,20.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5720,29,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND015003,Aizwal,Percent,31.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5714,29,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND015004,Champai,Percent,31.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5706,26,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND013001,Mon,Percent,46,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5710,26,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND013011,Peren,Percent,29.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5704,26,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND013006,Phek,Percent,41.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5705,26,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND013007,Tuensang,Percent,28.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5702,26,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND013004,Wokha,Percent,47.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5708,26,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND013003,Zunheboto,Percent,38,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5758,23,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND011004,East,Percent,44.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5759,23,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND011001,North,Percent,45.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5761,23,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND011003,South,Percent,54.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5760,23,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND011002,West,Percent,45.7,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,5591,20,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND001016,Doda,Percent,74.1,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,42,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028022,Anantapur,Percent,50,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,41,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028023,Chittoor,Percent,43.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,47,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028014,East Godavari,Percent,65.2,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,44,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028017,Guntur,Percent,54.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,45,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028016,Krishna,Percent,59,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,43,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028021,Kurnool,Percent,61.1,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,38,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028018,Prakasam,Percent,64.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,37,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028019,Sri Potti Sriramulu Nellor,Percent,68.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,48,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028011,Srikakulam,Percent,59.2,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,40,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028013,Visakhapatnam,Percent,58.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,49,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028012,Vizianagaram,Percent,73.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,46,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028015,West Godavari,Percent,66.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,39,15,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND028020,Y.S.R.,Percent,60.2,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,737,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018025,Baksa,Percent,76.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,728,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018004,Barpeta,Percent,70.7,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,787,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018031,Biswanath,Percent,67.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,740,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018020,Bongaigaon,Percent,73.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,716,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018017,Cachar,Percent,57.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,732,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018021,Chirang,Percent,68.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,738,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018026,Darrang,Percent,69.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,725,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018009,Dhemaji,Percent,59.3,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,734,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018002,Dhubri,Percent,65.2,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,726,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018011,Dibrugarh,Percent,64.3,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,723,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018016,Dima Hasao,Percent,70.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,735,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018003,Goalpara,Percent,66.9,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,721,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018014,Golaghat,Percent,74.7,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,720,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018019,Hailakandi,Percent,58.1,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,791,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018032,Hojai,Percent,54.3,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,718,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018013,Jorhat,Percent,75.1,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,742,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018023,Kamrup Metropolitan,Percent,80.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,739,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018022,Kamrup,Percent,72.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,722,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018015,Karbi Anglong,Percent,57.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,719,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018018,Karimganj,Percent,60.6,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,733,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018001,Kokrajhar,Percent,63.7,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,724,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018008,Lakhimpur,Percent,71.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,759,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018033,Majuli,Percent,65.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,729,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018005,Morigaon,Percent,71.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,730,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018006,Nagaon,Percent,65.1,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,736,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018024,Nalbari,Percent,66.8,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,727,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018012,Sivasagar,Percent,67.2,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,731,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018007,Sonitpur,Percent,55.5,,15-Jul-2019,15-Feb-2020
,24,1,1,1,1,1,6,717,16,3,Adolescent girls 15-19 years with anemia,Anaemia in 15-19 year old adolescent girls ,Anaemia(Hb <12 g/dl) NFHS: Capillary blood & Hemocue analysis.  CNNS: venous blood & Coulter Counter analysis.  ,Anaemia (15-19 year girls),Negative,All,1,NFHS5 2019-2020,IND018010,Tinsukia,Percent,71.5,,15-Jul-2019,15-Feb-2020
